"","LearningPlatformUsefulnessArxiv","LearningPlatformUsefulnessBlogs","LearningPlatformUsefulnessCollege","LearningPlatformUsefulnessCompany","LearningPlatformUsefulnessConferences","LearningPlatformUsefulnessFriends","LearningPlatformUsefulnessKaggle","LearningPlatformUsefulnessNewsletters","LearningPlatformUsefulnessCommunities","LearningPlatformUsefulnessDocumentation","LearningPlatformUsefulnessCourses","LearningPlatformUsefulnessProjects","LearningPlatformUsefulnessPodcasts","LearningPlatformUsefulnessSO","LearningPlatformUsefulnessTextbook","LearningPlatformUsefulnessTradeBook","LearningPlatformUsefulnessTutoring","LearningPlatformUsefulnessYouTube","CurrentJobTitleSelect","MLMethodNextYearSelect","WorkChallengeFrequencyPolitics","WorkChallengeFrequencyUnusedResults","WorkChallengeFrequencyUnusefulInstrumenting","WorkChallengeFrequencyDeployment","WorkChallengeFrequencyDirtyData","WorkChallengeFrequencyExplaining","WorkChallengeFrequencyPass","WorkChallengeFrequencyIntegration","WorkChallengeFrequencyTalent","WorkChallengeFrequencyDataFunds","WorkChallengeFrequencyDomainExpertise","WorkChallengeFrequencyML","WorkChallengeFrequencyTools","WorkChallengeFrequencyExpectations","WorkChallengeFrequencyITCoordination","WorkChallengeFrequencyHiringFunds","WorkChallengeFrequencyPrivacy","WorkChallengeFrequencyScaling","WorkChallengeFrequencyEnvironments","WorkChallengeFrequencyClarity","WorkChallengeFrequencyDataAccess","WorkChallengeFrequencyOtherSelect","WorkInternalVsExternalTools"
"13665",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,"Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13666","Somewhat useful","Very useful","Somewhat useful",NA,"Somewhat useful","Very useful","Very useful",NA,NA,"Very useful","Very useful","Very useful",NA,"Somewhat useful","Very useful",NA,NA,"Very useful","Software Developer/Software Engineer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Scientist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13668",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Software Developer/Software Engineer","Neural Nets",NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA
"13669",NA,"Somewhat useful","Very useful","Very useful","Somewhat useful","Not Useful","Somewhat useful",NA,NA,"Very useful","Very useful","Somewhat useful",NA,"Somewhat useful",NA,NA,NA,"Somewhat useful","Software Developer/Software Engineer","Social Network Analysis","Often","Often",NA,NA,"Sometimes",NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,"Entirely internal"
"13670",NA,"Somewhat useful",NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Very useful","Not Useful",NA,"Very useful","Somewhat useful",NA,NA,"Very useful","Other","Text Mining",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13671",NA,NA,"Somewhat useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,"Somewhat useful",NA,"Very useful",NA,NA,NA,NA,NA,"Social Network Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13672",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful","Somewhat useful","Very useful",NA,NA,NA,NA,NA,"Very useful","Data Analyst","Factor Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13674",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist/Researcher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13675",NA,NA,NA,NA,NA,NA,"Very useful",NA,"Very useful",NA,"Very useful","Very useful",NA,NA,NA,NA,NA,NA,"Software Developer/Software Engineer","Deep learning","Often","Often",NA,NA,"Sometimes","Sometimes",NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,"Often","Sometimes",NA,NA,"Sometimes",NA,NA,"Entirely internal"
"13676",NA,"Very useful","Somewhat useful",NA,NA,"Somewhat useful","Very useful",NA,"Very useful","Somewhat useful","Somewhat useful","Very useful",NA,"Very useful","Somewhat useful",NA,"Very useful",NA,"Engineer","Deep learning","Most of the time",NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,"Often","Sometimes",NA,"More internal than external"
"13677",NA,"Somewhat useful",NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Somewhat useful",NA,"Very useful","Business Analyst","Monte Carlo Methods","Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,"More external than internal"
"13678",NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,"Time Series Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13679",NA,"Very useful",NA,NA,NA,NA,"Very useful","Very useful",NA,"Somewhat useful","Somewhat useful",NA,NA,"Somewhat useful","Somewhat useful",NA,NA,"Very useful","Software Developer/Software Engineer","Cluster Analysis",NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,"Sometimes",NA,NA,NA,"Often","Sometimes",NA,NA,NA,NA,NA,NA,"More external than internal"
"13680",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Analyst","Neural Nets","Most of the time",NA,NA,NA,"Most of the time",NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,"Do not know"
"13681",NA,"Somewhat useful",NA,NA,"Somewhat useful","Somewhat useful",NA,"Somewhat useful",NA,"Very useful",NA,"Very useful","Very useful","Very useful",NA,NA,"Somewhat useful","Somewhat useful","Software Developer/Software Engineer","Anomaly Detection",NA,"Sometimes",NA,NA,"Most of the time","Sometimes",NA,"Sometimes","Rarely",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,"Often",NA,"Entirely internal"
"13682",NA,NA,NA,NA,NA,"Very useful","Somewhat useful",NA,NA,NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,"Somewhat useful",NA,"Bayesian Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13683",NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,"Very useful","Somewhat useful",NA,NA,"Very useful","Somewhat useful",NA,NA,"Very useful","Software Developer/Software Engineer","Deep learning",NA,NA,NA,NA,"Often",NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,"Most of the time",NA,"More internal than external"
"13684",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful","Very useful",NA,"Very useful","Very useful",NA,NA,NA,"Data Scientist","Time Series Analysis","Often",NA,"Often","Often",NA,"Often",NA,NA,"Often",NA,NA,NA,NA,"Often",NA,NA,NA,"Often","Often","Often","Often",NA,"More internal than external"
"13685",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13686",NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful","Data Scientist","Deep learning","Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"13687","Somewhat useful",NA,NA,NA,NA,NA,"Somewhat useful","Very useful","Very useful",NA,NA,NA,NA,NA,NA,NA,NA,"Very useful","Software Developer/Software Engineer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13688",NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,"Very useful",NA,NA,"Somewhat useful","Very useful","Software Developer/Software Engineer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Researcher",NA,"Sometimes",NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,"Rarely","Sometimes",NA,NA,NA,NA,"Approximately half internal and half external"
"13690","Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Predictive Modeler",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,"Sometimes",NA,NA,NA,NA,NA,"Approximately half internal and half external"
"13691",NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,"Software Developer/Software Engineer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"13692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13694",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Analyst",NA,NA,"Often",NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13695",NA,"Somewhat useful",NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,"Very useful","Very useful",NA,NA,"Somewhat useful","Data Scientist","Deep learning","Most of the time",NA,NA,NA,"Most of the time",NA,NA,"Sometimes",NA,NA,NA,NA,"Sometimes",NA,"Sometimes",NA,NA,"Often","Sometimes","Often",NA,NA,"Entirely internal"
"13696",NA,"Somewhat useful","Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,"Somewhat useful",NA,NA,"Engineer","Deep learning","Sometimes",NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"13697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13698",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13699",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,"Software Developer/Software Engineer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,"Entirely internal"
"13700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Software Developer/Software Engineer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engineer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13703",NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13705",NA,"Somewhat useful","Somewhat useful",NA,NA,NA,NA,NA,"Somewhat useful",NA,"Very useful",NA,NA,"Very useful",NA,NA,NA,NA,NA,"Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13706",NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engineer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13709",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13712",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Analyst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13713","Very useful","Very useful",NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Somewhat useful","Very useful",NA,"Very useful",NA,NA,NA,"Somewhat useful",NA,"Anomaly Detection",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13714","Somewhat useful",NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,"Very useful","Very useful",NA,NA,"Very useful","Very useful",NA,"Very useful","Somewhat useful",NA,"Bayesian Methods",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13715",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Software Developer/Software Engineer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13716",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful","Very useful",NA,NA,"Very useful",NA,NA,NA,"Software Developer/Software Engineer","Time Series Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time","Most of the time",NA,"Do not know"
"13717",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DBA/Database Engineer","Neural Nets","Most of the time",NA,"Sometimes",NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,"Entirely internal"
"13718",NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,"Very useful",NA,NA,"Very useful","Computer Scientist","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,"Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"13719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engineer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13720","Somewhat useful","Somewhat useful",NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,"Very useful","Somewhat useful",NA,NA,"Somewhat useful","Scientist/Researcher","Neural Nets",NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA
"13721",NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,NA,"Software Developer/Software Engineer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13722",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Scientist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13724",NA,NA,"Somewhat useful",NA,NA,"Somewhat useful","Very useful",NA,NA,NA,NA,"Somewhat useful","Somewhat useful","Somewhat useful","Very useful",NA,NA,"Very useful","Data Miner","Neural Nets",NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,"Sometimes",NA,NA,"Entirely internal"
"13725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Software Developer/Software Engineer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Analyst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13727",NA,"Very useful",NA,NA,NA,NA,"Very useful","Somewhat useful",NA,NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,"Somewhat useful","Data Scientist","Neural Nets",NA,NA,NA,NA,"Most of the time","Often",NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,"More internal than external"
"13728",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Analyst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13729",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scientist/Researcher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13730",NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Very useful","Very useful",NA,"Very useful",NA,NA,NA,"Somewhat useful","Software Developer/Software Engineer","Deep learning",NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,"Entirely internal"
"13731",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13732",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Data Scientist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Do not know"
"13733",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Researcher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13735",NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,"Somewhat useful","Machine Learning Engineer","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13736",NA,NA,"Very useful",NA,NA,NA,"Somewhat useful",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful","Very useful",NA,"Link Analysis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,NA,"Software Developer/Software Engineer","Text Mining",NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More external than internal"
"13738",NA,NA,"Very useful",NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat useful",NA,NA,"Statistician","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13739",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13740",NA,NA,NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,"Scientist/Researcher","Social Network Analysis",NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,"Most of the time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Most of the time",NA,"Approximately half internal and half external"
"13741","Very useful","Somewhat useful",NA,NA,"Very useful",NA,"Very useful",NA,NA,NA,"Very useful","Very useful","Somewhat useful",NA,NA,NA,NA,"Somewhat useful","Machine Learning Engineer","Proprietary Algorithms",NA,NA,NA,NA,"Sometimes",NA,NA,NA,"Sometimes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes","Sometimes",NA,"Approximately half internal and half external"
"13742","Very useful","Very useful","Very useful",NA,"Very useful","Somewhat useful","Somewhat useful",NA,NA,"Somewhat useful","Very useful","Very useful",NA,"Somewhat useful",NA,"Somewhat useful",NA,NA,"Machine Learning Engineer","Deep learning","Often",NA,"Often",NA,"Most of the time",NA,NA,"Sometimes","Often","Often","Most of the time","Often",NA,NA,NA,"Often","Sometimes",NA,"Sometimes","Often","Sometimes",NA,"More internal than external"
"13743",NA,"Very useful",NA,NA,NA,NA,"Somewhat useful","Somewhat useful",NA,NA,"Somewhat useful",NA,NA,NA,"Very useful",NA,NA,"Very useful","Data Analyst",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sometimes",NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"13744",NA,"Very useful",NA,NA,NA,NA,"Very useful",NA,NA,NA,"Very useful","Very useful",NA,NA,NA,NA,NA,NA,"Data Analyst","Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Often",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More internal than external"
"13745",NA,NA,"Somewhat useful",NA,NA,NA,"Very useful",NA,NA,NA,"Somewhat useful",NA,NA,"Very useful",NA,NA,NA,NA,NA,"Deep learning",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13746",NA,NA,NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,"Very useful",NA,NA,NA,NA,NA,NA,NA,"Ensemble Methods (e.g. boosting, bagging)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
